content,place,year,month,content_token
ahhh rain never reach kano chai real fakai haba hausa accent,africa,2022,May,"['ahhh', 'rain', 'never', 'reach', 'kano', 'chai', 'real', 'fakai', 'haba', 'hausa', 'accent']"
believe promote theories mutations imam nasser mohammed alyamani25ramadan1443ah26042022ad 113fu,africa,2022,May,"['believe', 'promote', 'theories', 'mutations', 'imam', 'nasser', 'mohammed', 'alyamani25ramadan1443ah26042022ad', '113fu']"
infact russia responsible smh,africa,2022,April,"['infact', 'russia', 'responsible', 'smh']"
report forest watch indicates world lost 111 million hectares forest cover last year alone,africa,2022,April,"['report', 'forest', 'watch', 'indicates', 'world', 'lost', '111', 'million', 'hectares', 'forest', 'cover', 'last', 'year', 'alone']"
well per poll every bolt ride take youre contributing 11 million seedballs growing trees thus reducing carbon emissions amp help fight warmingfor ke,africa,2022,April,"['well', 'per', 'poll', 'every', 'bolt', 'ride', 'take', 'youre', 'contributing', '11', 'million', 'seedballs', 'growing', 'trees', 'thus', 'reducing', 'carbon', 'emissions', 'amp', 'help', 'fight', 'warmingfor', 'ke']"
historical records egypt sumeria hindu show humans created extra terrestrials regularly return steer forwardi wonder civilized humans think worst outcomes aliens come playmaybe fix senseless wars pandemics,africa,2022,April,"['historical', 'records', 'egypt', 'sumeria', 'hindu', 'show', 'humans', 'created', 'extra', 'terrestrials', 'regularly', 'return', 'steer', 'forwardi', 'wonder', 'civilized', 'humans', 'think', 'worst', 'outcomes', 'aliens', 'come', 'playmaybe', 'fix', 'senseless', 'wars', 'pandemics']"
alarming real,africa,2022,April,"['alarming', 'real']"
also evidence suggest current earths millanchovic cycles describe effects earths movements around sun historical phenomena,africa,2022,April,"['also', 'evidence', 'suggest', 'current', 'earths', 'millanchovic', 'cycles', 'describe', 'effects', 'earths', 'movements', 'around', 'sun', 'historical', 'phenomena']"
end inthe next 1050 years warmingwhat makes complex attaching social issues gender race discrimination povertyits sickening however refers changes atmospheric conditions earth,africa,2022,April,"['end', 'inthe', 'next', '1050', 'years', 'warmingwhat', 'makes', 'complex', 'attaching', 'social', 'issues', 'gender', 'race', 'discrimination', 'povertyits', 'sickening', 'however', 'refers', 'changes', 'atmospheric', 'conditions', 'earth']"
jil hell hot warm ohhh pls church care souls leave,africa,2022,April,"['jil', 'hell', 'hot', 'warm', 'ohhh', 'pls', 'church', 'care', 'souls', 'leave']"
kewe suffering warmingis one concerned mwambirwa forest mbololo forest waiting old trees finishedis protected areawho conserve forests next generations,africa,2022,April,"['kewe', 'suffering', 'warmingis', 'one', 'concerned', 'mwambirwa', 'forest', 'mbololo', 'forest', 'waiting', 'old', 'trees', 'finishedis', 'protected', 'areawho', 'conserve', 'forests', 'next', 'generations']"
phew attended leaders mums 90th birthday one part constituency rushed meeting ubiaja leaders landed meeting uromi eldersglobal gutter easter sunday,africa,2022,April,"['phew', 'attended', 'leaders', 'mums', '90th', 'birthday', 'one', 'part', 'constituency', 'rushed', 'meeting', 'ubiaja', 'leaders', 'landed', 'meeting', 'uromi', 'eldersglobal', 'gutter', 'easter', 'sunday']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6vscrkh,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6vscrkh']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6 imprj0,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6', 'imprj0']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6ilr9mamp,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6ilr9mamp']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6vkcygv,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6vkcygv']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6vkcygv,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6vkcygv']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6vkcygv,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6vkcygv']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6vkcygv,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6vkcygv']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6vkcygv,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6vkcygv']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad 51pcgo,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad', '51pcgo']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad 6dly333,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad', '6dly333']"
believe theory factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6imam nasser mohammed alyamani 9vtzv,africa,2022,April,"['believe', 'theory', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6imam', 'nasser', 'mohammed', 'alyamani', '9vtzv']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6 qoe0xv,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6', 'qoe0xv']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad6se46kq,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad6se46kq']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14oseox,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14oseox']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad bb8i0,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad', 'bb8i0']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad 7zjgc,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad', '7zjgc']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad jmt3uh,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad', 'jmt3uh']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad pk7kq,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad', 'pk7kq']"
believe theory think takes place exhausts factories humans imam nasser mohammed alyamani13ramadan1443ah14042022ad 64jjy1,africa,2022,April,"['believe', 'theory', 'think', 'takes', 'place', 'exhausts', 'factories', 'humans', 'imam', 'nasser', 'mohammed', 'alyamani13ramadan1443ah14042022ad', '64jjy1']"
jedidah wanyeki founder ceo green africa inspired late nobel peace laureante prof wangari maathai,africa,2022,April,"['jedidah', 'wanyeki', 'founder', 'ceo', 'green', 'africa', 'inspired', 'late', 'nobel', 'peace', 'laureante', 'prof', 'wangari', 'maathai']"
jedidah wanyeki founder ceo green africa inspired late nobel peace laureante prof wangari maathai,africa,2022,April,"['jedidah', 'wanyeki', 'founder', 'ceo', 'green', 'africa', 'inspired', 'late', 'nobel', 'peace', 'laureante', 'prof', 'wangari', 'maathai']"
jedidah wanyeki founder ceo green africa inspired late nobel peace laureante prof wangari maathai,africa,2022,April,"['jedidah', 'wanyeki', 'founder', 'ceo', 'green', 'africa', 'inspired', 'late', 'nobel', 'peace', 'laureante', 'prof', 'wangari', 'maathai']"
lets keep envirent green protect future leaders,africa,2022,April,"['lets', 'keep', 'envirent', 'green', 'protect', 'future', 'leaders']"
effects urbanization hand hand disastrous impacts cities together rise challenge take action,africa,2022,April,"['effects', 'urbanization', 'hand', 'hand', 'disastrous', 'impacts', 'cities', 'together', 'rise', 'challenge', 'take', 'action']"
reduce effect warmingthis issue take seriously,africa,2022,April,"['reduce', 'effect', 'warmingthis', 'issue', 'take', 'seriously']"
tweet paramount deserved attention needed bring world free loved r discuss next week hydrogen silver bullet,africa,2022,April,"['tweet', 'paramount', 'deserved', 'attention', 'needed', 'bring', 'world', 'free', 'loved', 'r', 'discuss', 'next', 'week', 'hydrogen', 'silver', 'bullet']"
hydrogen silver bullet expect world leaders scale tremendously lower ozone layer gases lowered ozone gases accumulation per partial pressures greatly reduced uganda ministry energy,africa,2022,April,"['hydrogen', 'silver', 'bullet', 'expect', 'world', 'leaders', 'scale', 'tremendously', 'lower', 'ozone', 'layer', 'gases', 'lowered', 'ozone', 'gases', 'accumulation', 'per', 'partial', 'pressures', 'greatly', 'reduced', 'uganda', 'ministry', 'energy']"
10 ways stop change10 ways stop light replacing one regular light bulb compact fluorescent light bulb save 150 pounds carbon dioxide yeardrive less recycle check tires less hot water,africa,2022,April,"['10', 'ways', 'stop', 'change10', 'ways', 'stop', 'light', 'replacing', 'one', 'regular', 'light', 'bulb', 'compact', 'fluorescent', 'light', 'bulb', 'save', '150', 'pounds', 'carbon', 'dioxide', 'yeardrive', 'less', 'recycle', 'check', 'tires', 'less', 'hot', 'water']"
need plant trees protect swampsas intervention mitigate loss glaciers warmingthere people ready plant trees grassroot communities government involve themthey publicity,africa,2022,April,"['need', 'plant', 'trees', 'protect', 'swampsas', 'intervention', 'mitigate', 'loss', 'glaciers', 'warmingthere', 'people', 'ready', 'plant', 'trees', 'grassroot', 'communities', 'government', 'involve', 'themthey', 'publicity']"
best hording,africa,2022,April,"['best', 'hording']"
ever,africa,2022,April,['ever']
solution storming soon everybody desame thing head understand different things 100years line post feel ever green,africa,2022,April,"['solution', 'storming', 'soon', 'everybody', 'desame', 'thing', 'head', 'understand', 'different', 'things', '100years', 'line', 'post', 'feel', 'ever', 'green']"
reiterated need limit 15c need significantly increase investments naturebased solutions promote sustainable agriculture techniques invest smallholders africa,africa,2022,April,"['reiterated', 'need', 'limit', '15c', 'need', 'significantly', 'increase', 'investments', 'naturebased', 'solutions', 'promote', 'sustainable', 'agriculture', 'techniques', 'invest', 'smallholders', 'africa']"
meet expert speaker dr daniel benefoh share insights postcop26 actions halt warmingregister participate inperson register participate virtually,africa,2022,April,"['meet', 'expert', 'speaker', 'dr', 'daniel', 'benefoh', 'share', 'insights', 'postcop26', 'actions', 'halt', 'warmingregister', 'participate', 'inperson', 'register', 'participate', 'virtually']"
cool made hot,africa,2022,April,"['cool', 'made', 'hot']"
63996 thinking experiencing cooking,africa,2022,March,"['63996', 'thinking', 'experiencing', 'cooking']"
noo,africa,2022,March,['noo']
prime minister thinks better indigenous people take possession land necessarily foreign investors sort history never issue investors started taking land uganda,africa,2022,March,"['prime', 'minister', 'thinks', 'better', 'indigenous', 'people', 'take', 'possession', 'land', 'necessarily', 'foreign', 'investors', 'sort', 'history', 'never', 'issue', 'investors', 'started', 'taking', 'land', 'uganda']"
solution reduce carbon emissionsread,africa,2022,March,"['solution', 'reduce', 'carbon', 'emissionsread']"
